Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 115135, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  91587, Model: 2, Candidate: 2, Correct? Yes
Position: 166508, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  27086, Model: 2, Candidate: 2, Correct? Yes
Position: 222746, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  51846, Model: 2, Candidate: 2, Correct? Yes
Position:  79477, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  22748, Model: 2, Candidate: 2, Correct? Yes
Position:  37177, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  45473, Model: 2, Candidate: 2, Correct? Yes
Position: 143723, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  89679, Model: 2, Candidate: 2, Correct? Yes
Position: 100065, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  64950, Model: 2, Candidate: 2, Correct? Yes
Position: 103833, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  41596, Model: 2, Candidate: 2, Correct? Yes
Position:  51756, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  58463, Model: 2, Candidate: 2, Correct? Yes
Position: 242827, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  94178, Model: 2, Candidate: 2, Correct? Yes
Position: 184197, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  81126, Model: 2, Candidate: 2, Correct? Yes
Position:  98379, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:    484, Model: 2, Candidate: 2, Correct? Yes
Position:  32245, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   3889, Model: 2, Candidate: 2, Correct? Yes
Position: 166218, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  41018, Model: 2, Candidate: 2, Correct? Yes
Position: 105183, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6534, Model: 2, Candidate: 2, Correct? Yes
Position: 135049, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  18347, Model: 2, Candidate: 2, Correct? Yes
Position:  23601, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  45610, Model: 2, Candidate: 2, Correct? Yes
Position: 140460, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  70975, Model: 2, Candidate: 2, Correct? Yes
Position:  85733, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  31590, Model: 2, Candidate: 2, Correct? Yes
Position: 142617, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 217598, Model: 2, Candidate: 2, Correct? Yes
Position: 218437, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   5291, Model: 2, Candidate: 2, Correct? Yes
Position:  89083, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  57948, Model: 2, Candidate: 2, Correct? Yes
Position: 200135, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 123508, Model: 2, Candidate: 2, Correct? Yes
Position: 147903, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 198831, Model: 2, Candidate: 2, Correct? Yes
Position: 243178, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6543, Model: 2, Candidate: 2, Correct? Yes
Position: 223851, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  19024, Model: 2, Candidate: 2, Correct? Yes
Position: 136389, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  75530, Model: 2, Candidate: 2, Correct? Yes
Position: 220649, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  97709, Model: 2, Candidate: 2, Correct? Yes
Position: 116437, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  73425, Model: 2, Candidate: 2, Correct? Yes
Position: 128446, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  61125, Model: 2, Candidate: 2, Correct? Yes
Position:  84621, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   5699, Model: 2, Candidate: 2, Correct? Yes
Position: 179794, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  24483, Model: 2, Candidate: 2, Correct? Yes
Position:  40764, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  30049, Model: 2, Candidate: 2, Correct? Yes
Position:  92425, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   4291, Model: 2, Candidate: 2, Correct? Yes
Position:  15903, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 131045, Model: 2, Candidate: 2, Correct? Yes
Position: 249407, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 197298, Model: 2, Candidate: 2, Correct? Yes
Position: 259239, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  15149, Model: 2, Candidate: 2, Correct? Yes
Position:  28556, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   3099, Model: 2, Candidate: 2, Correct? Yes
Position:   7119, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 114365, Model: 2, Candidate: 2, Correct? Yes
Position: 186979, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11190, Model: 2, Candidate: 2, Correct? Yes
Position:  42902, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  55267, Model: 2, Candidate: 2, Correct? Yes
Position: 153384, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 169661, Model: 2, Candidate: 2, Correct? Yes
Position: 208773, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  45050, Model: 2, Candidate: 2, Correct? Yes
Position:  85781, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 230370, Model: 2, Candidate: 2, Correct? Yes
Position: 236612, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2506, Model: 2, Candidate: 2, Correct? Yes
Position:  22542, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 129228, Model: 2, Candidate: 2, Correct? Yes
Position: 215579, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 149517, Model: 2, Candidate: 2, Correct? Yes
Position: 167312, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 156890, Model: 2, Candidate: 2, Correct? Yes
Position: 260447, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  83472, Model: 2, Candidate: 2, Correct? Yes
Position: 120697, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  95219, Model: 2, Candidate: 2, Correct? Yes
Position: 232637, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  96776, Model: 2, Candidate: 2, Correct? Yes
Position: 248547, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6667, Model: 2, Candidate: 2, Correct? Yes
Position: 184307, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  16602, Model: 2, Candidate: 2, Correct? Yes
Position: 164819, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  61082, Model: 2, Candidate: 2, Correct? Yes
Position: 191419, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  99341, Model: 2, Candidate: 2, Correct? Yes
Position: 179579, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6611, Model: 2, Candidate: 2, Correct? Yes
Position: 238341, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   9396, Model: 2, Candidate: 2, Correct? Yes
Position: 151469, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 147046, Model: 2, Candidate: 2, Correct? Yes
Position: 182708, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 191577, Model: 2, Candidate: 2, Correct? Yes
Position: 248036, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   7684, Model: 2, Candidate: 2, Correct? Yes
Position: 189334, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  14338, Model: 2, Candidate: 2, Correct? Yes
Position: 216267, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 107070, Model: 2, Candidate: 2, Correct? Yes
Position: 210770, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11592, Model: 2, Candidate: 2, Correct? Yes
Position: 136970, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 108415, Model: 2, Candidate: 2, Correct? Yes
Position: 119029, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 159005, Model: 2, Candidate: 2, Correct? Yes
Position: 223280, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   9356, Model: 2, Candidate: 2, Correct? Yes
Position: 103484, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  17032, Model: 2, Candidate: 2, Correct? Yes
Position:  57111, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 121162, Model: 2, Candidate: 2, Correct? Yes
Position: 224643, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  92759, Model: 2, Candidate: 2, Correct? Yes
Position: 217074, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  45888, Model: 2, Candidate: 2, Correct? Yes
Position:  49441, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6950, Model: 2, Candidate: 2, Correct? Yes
Position: 126095, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  61426, Model: 2, Candidate: 2, Correct? Yes
Position: 205329, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  62998, Model: 2, Candidate: 2, Correct? Yes
Position: 210608, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  35220, Model: 2, Candidate: 2, Correct? Yes
Position: 252671, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  19413, Model: 2, Candidate: 2, Correct? Yes
Position:  20927, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  38339, Model: 2, Candidate: 2, Correct? Yes
Position: 204934, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  31520, Model: 2, Candidate: 2, Correct? Yes
Position:  60487, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  93479, Model: 2, Candidate: 2, Correct? Yes
Position:  96485, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  99413, Model: 2, Candidate: 2, Correct? Yes
Position: 100490, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   4874, Model: 2, Candidate: 2, Correct? Yes
Position: 192981, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  13335, Model: 2, Candidate: 2, Correct? Yes
Position:  42893, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   7696, Model: 2, Candidate: 2, Correct? Yes
Position:   9165, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11990, Model: 2, Candidate: 2, Correct? Yes
Position:  59969, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  32228, Model: 2, Candidate: 2, Correct? Yes
Position:  59791, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  77188, Model: 2, Candidate: 2, Correct? Yes
Position: 125582, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  49054, Model: 2, Candidate: 2, Correct? Yes
Position: 149410, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 127111, Model: 2, Candidate: 2, Correct? Yes
Position: 134870, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   3303, Model: 2, Candidate: 2, Correct? Yes
Position:   4954, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 137599, Model: 2, Candidate: 2, Correct? Yes
Position: 218489, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2021, Model: 2, Candidate: 2, Correct? Yes
Position:  17690, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  98640, Model: 2, Candidate: 2, Correct? Yes
Position: 175343, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  67587, Model: 2, Candidate: 2, Correct? Yes
Position: 214466, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  81392, Model: 2, Candidate: 2, Correct? Yes
Position: 114040, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 152676, Model: 2, Candidate: 2, Correct? Yes
Position: 171144, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:    605, Model: 2, Candidate: 2, Correct? Yes
Position:   2179, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   3073, Model: 2, Candidate: 2, Correct? Yes
Position:  14012, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 132043, Model: 2, Candidate: 2, Correct? Yes
Position: 136302, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  56512, Model: 2, Candidate: 2, Correct? Yes
Position: 145077, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 122860, Model: 2, Candidate: 2, Correct? Yes
Position: 256986, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 184527, Model: 2, Candidate: 2, Correct? Yes
Position: 211172, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  28138, Model: 2, Candidate: 2, Correct? Yes
Position:  51956, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  21362, Model: 2, Candidate: 2, Correct? Yes
Position: 109959, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  20467, Model: 2, Candidate: 2, Correct? Yes
Position: 191033, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   4433, Model: 2, Candidate: 2, Correct? Yes
Position:   8016, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  53074, Model: 2, Candidate: 2, Correct? Yes
Position: 110395, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  97822, Model: 2, Candidate: 2, Correct? Yes
Position: 124651, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 205374, Model: 2, Candidate: 2, Correct? Yes
Position: 248330, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  58779, Model: 2, Candidate: 2, Correct? Yes
Position: 259424, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  66578, Model: 2, Candidate: 2, Correct? Yes
Position: 125782, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  17885, Model: 2, Candidate: 2, Correct? Yes
Position:  52613, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6761, Model: 2, Candidate: 2, Correct? Yes
Position:   8261, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 155102, Model: 2, Candidate: 2, Correct? Yes
Position: 173033, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11554, Model: 2, Candidate: 2, Correct? Yes
Position:  89803, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  70623, Model: 2, Candidate: 2, Correct? Yes
Position:  78692, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 249227, Model: 2, Candidate: 2, Correct? Yes
Position: 260834, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 165958, Model: 2, Candidate: 2, Correct? Yes
Position: 205071, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  73675, Model: 2, Candidate: 2, Correct? Yes
Position: 126158, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  76093, Model: 2, Candidate: 2, Correct? Yes
Position: 237472, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  41616, Model: 2, Candidate: 2, Correct? Yes
Position: 167799, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  69952, Model: 2, Candidate: 2, Correct? Yes
Position: 202426, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   2310, Model: 2, Candidate: 2, Correct? Yes
Position:   9050, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6573, Model: 2, Candidate: 2, Correct? Yes
Position:  39644, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   7527, Model: 2, Candidate: 2, Correct? Yes
Position: 141908, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  39314, Model: 2, Candidate: 2, Correct? Yes
Position:  95463, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  22756, Model: 2, Candidate: 2, Correct? Yes
Position: 205349, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  75959, Model: 2, Candidate: 2, Correct? Yes
Position: 133507, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  29846, Model: 2, Candidate: 2, Correct? Yes
Position: 214701, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  83801, Model: 2, Candidate: 2, Correct? Yes
Position:  96031, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  13675, Model: 2, Candidate: 2, Correct? Yes
Position: 100363, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   1389, Model: 2, Candidate: 2, Correct? Yes
Position: 127007, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 195234, Model: 2, Candidate: 2, Correct? Yes
Position: 202443, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 106652, Model: 2, Candidate: 2, Correct? Yes
Position: 149700, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  53932, Model: 2, Candidate: 2, Correct? Yes
Position: 122820, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  44620, Model: 2, Candidate: 2, Correct? Yes
Position: 121504, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  49943, Model: 2, Candidate: 2, Correct? Yes
Position: 108373, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  37366, Model: 2, Candidate: 2, Correct? Yes
Position:  44526, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  83512, Model: 2, Candidate: 2, Correct? Yes
Position: 126721, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  51523, Model: 2, Candidate: 2, Correct? Yes
Position: 112660, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  15115, Model: 2, Candidate: 2, Correct? Yes
Position: 121095, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   6701, Model: 2, Candidate: 2, Correct? Yes
Position:  12031, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  10770, Model: 2, Candidate: 2, Correct? Yes
Position:  94055, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:   3578, Model: 2, Candidate: 2, Correct? Yes
Position:  15768, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  74039, Model: 2, Candidate: 2, Correct? Yes
Position: 189934, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  34983, Model: 2, Candidate: 2, Correct? Yes
Position:  88973, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  24147, Model: 2, Candidate: 2, Correct? Yes
Position:  24378, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  86853, Model: 2, Candidate: 2, Correct? Yes
Position: 127207, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  23136, Model: 2, Candidate: 2, Correct? Yes
Position:  23770, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  18208, Model: 2, Candidate: 2, Correct? Yes
Position:  31134, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 139054, Model: 2, Candidate: 2, Correct? Yes
Position: 139791, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 160849, Model: 2, Candidate: 2, Correct? Yes
Position: 175066, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 171046, Model: 2, Candidate: 2, Correct? Yes
Position: 214425, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  33210, Model: 2, Candidate: 2, Correct? Yes
Position: 103444, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  36407, Model: 2, Candidate: 2, Correct? Yes
Position:  41618, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  62858, Model: 2, Candidate: 2, Correct? Yes
Position:  85487, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 146250, Model: 2, Candidate: 2, Correct? Yes
Position: 162083, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 117674, Model: 2, Candidate: 2, Correct? Yes
Position: 227015, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position: 204466, Model: 2, Candidate: 2, Correct? Yes
Position: 243056, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  28747, Model: 2, Candidate: 2, Correct? Yes
Position:  40606, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  56554, Model: 2, Candidate: 2, Correct? Yes
Position:  92438, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  11035, Model: 2, Candidate: 2, Correct? Yes
Position: 199000, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  57449, Model: 2, Candidate: 2, Correct? Yes
Position:  83416, Model: 3, Candidate: 3, Correct? Yes
Position:      0, Model: 1, Candidate: 1, Correct? Yes
Position:  45493, Model: 2, Candidate: 2, Correct? Yes
Position:  81493, Model: 3, Candidate: 3, Correct? Yes
